replay_file,game_length_s,map_name,p1_race,p2_race,winner,p1_minerals_current_5min,p1_vespene_current_5min,p1_minerals_collection_rate_5min,p1_vespene_collection_rate_5min,p1_workers_active_5min,p1_army_supply_5min,p1_minerals_current_10min,p1_vespene_current_10min,p1_minerals_collection_rate_10min,p1_vespene_collection_rate_10min,p1_workers_active_10min,p1_army_supply_10min,p1_minerals_total,p1_vespene_total,p2_minerals_current_5min,p2_vespene_current_5min,p2_minerals_collection_rate_5min,p2_vespene_collection_rate_5min,p2_workers_active_5min,p2_army_supply_5min,p2_minerals_current_10min,p2_vespene_current_10min,p2_minerals_collection_rate_10min,p2_vespene_collection_rate_10min,p2_workers_active_10min,p2_army_supply_10min,p2_minerals_total,p2_vespene_total
Tourmaline LE (63).SC2Replay,884,Tourmaline LE,Protoss,Zerg,1.0,175.0,107.0,1203.0,313.0,32.0,10.0,970.0,141.0,2715.0,963.0,68.0,32.0,14683.25,3438.75,119.0,12.0,1231.0,67.0,29.0,14.0,751.0,81.0,2519.0,806.0,64.0,48.0,15292.25,1890.0
Tourmaline LE (64).SC2Replay,354,Tourmaline LE,Terran,Protoss,1.0,59.0,11.0,1315.0,313.0,26.0,13.0,174.0,177.0,1343.0,268.0,30.0,15.0,5440.25,1050.0,60.0,121.0,1343.0,313.0,30.0,8.0,335.0,157.0,1567.0,335.0,36.0,10.0,5594.25,966.75
Tourmaline LE (65).SC2Replay,533,Tourmaline LE,Terran,Protoss,1.0,79.0,121.0,1231.0,335.0,26.0,12.0,134.0,160.0,1679.0,515.0,49.0,45.0,11667.25,2408.25,135.0,143.0,1455.0,313.0,32.0,6.0,95.0,311.0,2463.0,470.0,56.0,41.0,12115.25,2319.5
Tourmaline LE (66).SC2Replay,783,Tourmaline LE,Zerg,Protoss,2.0,159.0,16.0,1567.0,67.0,35.0,13.5,274.0,44.0,1595.0,492.0,40.0,51.5,15565.25,1844.5,345.0,75.0,1427.0,268.0,35.0,9.0,235.0,556.0,2687.0,985.0,68.0,19.0,15432.25,3566.75
Tourmaline LE (67).SC2Replay,1219,Tourmaline LE,Protoss,Zerg,1.0,345.0,83.0,1399.0,335.0,34.0,8.0,390.0,435.0,2743.0,649.0,69.0,22.0,14606.25,3348.75,54.0,4.0,1567.0,0.0,29.0,15.0,344.0,422.0,2463.0,358.0,56.0,37.0,14480.25,1429.5
Tourmaline LE (7).SC2Replay,701,Tourmaline LE,Protoss,Protoss,2.0,75.0,94.0,979.0,335.0,25.0,13.0,1160.0,223.0,1931.0,425.0,50.0,35.0,12275.25,2923.25,225.0,150.0,1007.0,335.0,26.0,11.0,1085.0,516.0,2631.0,492.0,60.0,16.0,12982.25,2883.5
Tourmaline LE (8).SC2Replay,706,Tourmaline LE,Protoss,Protoss,1.0,225.0,150.0,1259.0,313.0,30.0,8.0,180.0,99.0,755.0,425.0,32.0,22.0,9811.25,2452.75,315.0,210.0,895.0,313.0,22.0,14.0,735.0,195.0,923.0,335.0,22.0,22.0,8719.25,2519.75
Tourmaline LE (9).SC2Replay,816,Tourmaline LE,Protoss,Zerg,1.0,158.0,43.0,1259.0,335.0,28.0,11.0,383.0,423.0,2743.0,940.0,66.0,43.0,14522.25,3287.5,423.0,76.0,1455.0,134.0,29.0,14.5,468.0,355.0,2435.0,940.0,74.0,38.5,14109.25,2314.0
Tourmaline LE.SC2Replay,299,Tourmaline LE,Protoss,Protoss,1.0,120.0,212.0,951.0,313.0,23.0,14.0,120.0,212.0,951.0,313.0,23.0,14.0,4265.25,949.75,420.0,446.0,1063.0,335.0,26.0,8.0,420.0,446.0,1063.0,335.0,26.0,8.0,4167.25,943.75
White Rabbit LE (10).SC2Replay,218,White Rabbit LE,Protoss,Protoss,2.0,90.0,72.0,979.0,335.0,26.0,9.0,90.0,72.0,979.0,335.0,26.0,9.0,3251.25,642.75,330.0,190.0,895.0,313.0,24.0,9.0,330.0,190.0,895.0,313.0,24.0,9.0,3188.25,581.25
White Rabbit LE (11).SC2Replay,919,White Rabbit LE,Zerg,Protoss,2.0,329.0,8.0,1427.0,0.0,25.0,17.0,1006.0,579.0,2407.0,985.0,61.0,47.5,15264.25,1788.25,185.0,167.0,1427.0,313.0,32.0,11.0,465.0,501.0,2603.0,716.0,67.0,37.0,13633.25,3646.0
White Rabbit LE (12).SC2Replay,182,White Rabbit LE,Zerg,Protoss,2.0,364.0,0.0,783.0,0.0,15.0,8.0,364.0,0.0,783.0,0.0,15.0,8.0,2530.75,0.0,95.0,27.0,783.0,0.0,22.0,7.0,95.0,27.0,783.0,0.0,22.0,7.0,2488.75,78.0
White Rabbit LE (13).SC2Replay,1134,White Rabbit LE,Protoss,Protoss,1.0,115.0,246.0,979.0,335.0,28.0,9.0,310.0,410.0,2351.0,492.0,55.0,29.0,12366.25,2838.5,100.0,134.0,1259.0,335.0,30.0,10.0,160.0,329.0,1819.0,627.0,53.0,41.0,12051.25,3445.25
White Rabbit LE (14).SC2Replay,559,White Rabbit LE,Protoss,Protoss,1.0,190.0,40.0,307.0,156.0,21.0,7.0,190.0,128.0,1455.0,335.0,32.0,24.0,7592.75,1502.25,194.0,8.0,643.0,44.0,15.0,1.0,514.0,291.0,895.0,358.0,22.0,16.0,7578.75,1094.5
White Rabbit LE (15).SC2Replay,211,White Rabbit LE,Protoss,Protoss,2.0,394.0,0.0,811.0,0.0,15.0,0.0,394.0,0.0,811.0,0.0,15.0,0.0,3139.25,0.0,80.0,4.0,811.0,22.0,22.0,7.0,80.0,4.0,811.0,22.0,22.0,7.0,2103.25,5.5
White Rabbit LE (16).SC2Replay,409,White Rabbit LE,Protoss,Protoss,1.0,0.0,152.0,1035.0,313.0,27.0,9.0,50.0,270.0,1595.0,335.0,37.0,21.0,6370.25,1546.75,125.0,66.0,1063.0,313.0,29.0,10.0,575.0,130.0,1679.0,313.0,39.0,18.0,6825.25,1452.25
White Rabbit LE (17).SC2Replay,808,White Rabbit LE,Zerg,Protoss,2.0,280.0,0.0,1371.0,0.0,26.0,13.0,300.0,485.0,2603.0,761.0,58.0,50.0,15327.25,1677.25,165.0,123.0,1287.0,335.0,31.0,11.0,440.0,235.0,2659.0,963.0,66.0,41.0,14263.25,3215.75
White Rabbit LE (18).SC2Replay,919,White Rabbit LE,Zerg,Protoss,1.0,106.0,80.0,895.0,313.0,24.0,12.0,251.0,811.0,1819.0,671.0,46.0,23.0,10931.25,2627.75,35.0,97.0,923.0,313.0,25.0,11.0,600.0,460.0,1875.0,671.0,51.0,35.0,11351.25,2515.25
White Rabbit LE (19).SC2Replay,370,White Rabbit LE,Protoss,Protoss,,100.0,92.0,979.0,313.0,26.0,14.0,125.0,144.0,1091.0,313.0,27.0,16.0,5838.75,1464.75,40.0,112.0,979.0,313.0,22.0,18.0,250.0,306.0,951.0,335.0,22.0,20.0,5705.75,1458.25
White Rabbit LE (2).SC2Replay,605,White Rabbit LE,Protoss,Terran,1.0,210.0,59.0,1595.0,358.0,35.0,8.0,430.0,322.0,2827.0,671.0,64.0,56.0,14823.25,2917.75,400.0,145.0,1231.0,313.0,26.0,7.0,1385.0,322.0,2295.0,627.0,54.0,41.0,13206.25,2907.25
White Rabbit LE (20).SC2Replay,539,White Rabbit LE,Terran,Protoss,2.0,310.0,110.0,1623.0,156.0,26.0,11.0,835.0,320.0,2239.0,649.0,49.0,36.0,12283.25,1882.25,205.0,59.0,1511.0,313.0,35.0,8.0,425.0,152.0,2743.0,671.0,64.0,36.0,12969.25,2492.75
White Rabbit LE (21).SC2Replay,138,White Rabbit LE,Zerg,Protoss,1.0,130.0,0.0,755.0,0.0,13.0,8.0,130.0,0.0,755.0,0.0,13.0,8.0,1740.75,0.0,90.0,52.0,951.0,134.0,20.0,5.0,90.0,52.0,951.0,134.0,20.0,5.0,1901.75,55.5
White Rabbit LE (22).SC2Replay,202,White Rabbit LE,Protoss,Protoss,1.0,85.0,30.0,923.0,358.0,23.0,8.0,85.0,30.0,923.0,358.0,23.0,8.0,2817.75,514.5,170.0,144.0,951.0,335.0,25.0,6.0,170.0,144.0,951.0,335.0,25.0,6.0,2782.75,452.25
White Rabbit LE (23).SC2Replay,1296,White Rabbit LE,Protoss,Protoss,1.0,155.0,38.0,1063.0,313.0,28.0,7.0,300.0,91.0,2519.0,492.0,58.0,26.0,12590.25,2615.0,230.0,155.0,1007.0,313.0,26.0,6.0,145.0,343.0,2351.0,447.0,56.0,25.0,12450.25,2739.25
White Rabbit LE (24).SC2Replay,755,White Rabbit LE,Protoss,Terran,1.0,210.0,43.0,1427.0,335.0,33.0,8.0,200.0,182.0,2715.0,671.0,68.0,48.0,14907.25,2963.25,85.0,91.0,1371.0,313.0,26.0,10.0,175.0,290.0,1875.0,627.0,56.0,48.0,13647.25,2603.75
White Rabbit LE (25).SC2Replay,575,White Rabbit LE,Terran,Protoss,2.0,125.0,82.0,1455.0,313.0,26.0,11.0,485.0,235.0,1903.0,492.0,51.0,39.0,13444.25,2828.5,185.0,51.0,1539.0,335.0,35.0,8.0,605.0,637.0,2715.0,671.0,62.0,37.0,15397.25,3142.25
White Rabbit LE (26).SC2Replay,1043,White Rabbit LE,Zerg,Protoss,2.0,546.0,0.0,1399.0,0.0,24.0,16.0,513.0,182.0,2715.0,515.0,63.0,33.5,14473.25,820.25,85.0,119.0,895.0,313.0,27.0,12.0,145.0,372.0,2491.0,649.0,61.0,41.0,12261.25,2789.25
White Rabbit LE (27).SC2Replay,446,White Rabbit LE,Protoss,Protoss,1.0,410.0,176.0,923.0,313.0,24.0,7.0,90.0,85.0,1343.0,313.0,31.0,21.0,6586.75,1708.75,75.0,142.0,979.0,313.0,28.0,9.0,200.0,32.0,1511.0,291.0,35.0,14.0,7356.75,1681.25
White Rabbit LE (28).SC2Replay,360,White Rabbit LE,Protoss,Protoss,2.0,245.0,188.0,1063.0,313.0,30.0,9.0,195.0,120.0,1427.0,313.0,36.0,18.0,5419.25,1262.25,305.0,180.0,1035.0,313.0,31.0,9.0,165.0,162.0,1567.0,313.0,37.0,14.0,5580.25,1240.25
White Rabbit LE (29).SC2Replay,1268,White Rabbit LE,Protoss,Protoss,2.0,200.0,170.0,951.0,335.0,25.0,11.0,210.0,214.0,1735.0,515.0,42.0,16.0,11008.25,2866.75,160.0,176.0,671.0,223.0,24.0,9.0,415.0,288.0,2071.0,470.0,47.0,26.0,11386.25,2688.0
White Rabbit LE (3).SC2Replay,363,White Rabbit LE,Protoss,Protoss,2.0,95.0,88.0,979.0,313.0,27.0,12.0,235.0,186.0,1287.0,313.0,32.0,14.0,5817.75,1407.75,325.0,196.0,1035.0,335.0,30.0,9.0,560.0,194.0,1707.0,313.0,39.0,18.0,6314.75,1463.75
White Rabbit LE (30).SC2Replay,842,White Rabbit LE,Protoss,Protoss,2.0,180.0,208.0,923.0,335.0,25.0,7.0,200.0,244.0,1203.0,246.0,42.0,31.0,11449.25,2721.5,180.0,346.0,951.0,313.0,27.0,8.0,340.0,555.0,2295.0,492.0,53.0,26.0,11428.25,2693.5
White Rabbit LE (31).SC2Replay,1054,White Rabbit LE,Zerg,Protoss,2.0,39.0,4.0,1315.0,0.0,22.0,19.0,729.0,416.0,2435.0,940.0,60.0,22.0,15089.25,836.5,80.0,127.0,979.0,335.0,26.0,13.0,315.0,483.0,2407.0,671.0,60.0,23.0,12212.25,2816.75
White Rabbit LE (32).SC2Replay,133,White Rabbit LE,Protoss,Protoss,2.0,90.0,8.0,503.0,0.0,20.0,2.0,90.0,8.0,503.0,0.0,20.0,2.0,1621.75,11.0,270.0,0.0,951.0,0.0,18.0,0.0,270.0,0.0,951.0,0.0,18.0,0.0,1887.75,0.0
White Rabbit LE (33).SC2Replay,684,White Rabbit LE,Protoss,Terran,1.0,55.0,163.0,1483.0,335.0,33.0,8.0,130.0,342.0,2575.0,470.0,64.0,39.0,15124.25,2857.0,35.0,57.0,1091.0,335.0,23.0,8.0,70.0,174.0,2015.0,649.0,45.0,38.0,11974.25,2765.25
White Rabbit LE (34).SC2Replay,0,White Rabbit LE,Zerg,Protoss,,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,
White Rabbit LE (35).SC2Replay,2,White Rabbit LE,Terran,Protoss,2.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
White Rabbit LE (36).SC2Replay,480,White Rabbit LE,Terran,Protoss,1.0,60.0,163.0,1483.0,313.0,27.0,14.0,340.0,228.0,2183.0,671.0,44.0,37.0,10044.25,1910.75,410.0,159.0,1371.0,358.0,32.0,8.0,45.0,265.0,2267.0,492.0,55.0,17.0,9981.25,1956.5
White Rabbit LE (37).SC2Replay,1055,White Rabbit LE,Terran,Protoss,2.0,409.0,197.0,1119.0,335.0,26.0,9.0,737.0,271.0,2715.0,671.0,55.0,39.0,13479.25,2906.75,100.0,130.0,1231.0,313.0,30.0,10.0,310.0,305.0,2911.0,537.0,61.0,34.0,13332.25,2391.75
White Rabbit LE (38).SC2Replay,128,White Rabbit LE,Protoss,Protoss,2.0,175.0,0.0,783.0,0.0,14.0,1.0,175.0,0.0,783.0,0.0,14.0,1.0,1691.75,0.0,220.0,0.0,559.0,0.0,21.0,2.0,220.0,0.0,559.0,0.0,21.0,2.0,1691.75,0.0
White Rabbit LE (39).SC2Replay,338,White Rabbit LE,Protoss,Terran,2.0,130.0,155.0,1427.0,313.0,32.0,8.0,215.0,191.0,1539.0,335.0,36.0,12.0,6189.25,1089.25,40.0,25.0,951.0,313.0,26.0,17.0,190.0,57.0,951.0,313.0,26.0,28.0,5048.25,1429.75
White Rabbit LE (4).SC2Replay,566,White Rabbit LE,Protoss,Terran,1.0,130.0,34.0,1511.0,156.0,32.0,6.0,360.0,52.0,1427.0,358.0,46.0,24.0,12065.75,1832.0,360.0,192.0,1175.0,335.0,23.0,16.0,228.0,343.0,1847.0,335.0,31.0,28.0,8992.75,2530.75
White Rabbit LE (40).SC2Replay,427,White Rabbit LE,Protoss,Protoss,1.0,145.0,192.0,951.0,335.0,23.0,16.0,330.0,72.0,895.0,313.0,23.0,34.0,6628.75,1731.25,25.0,42.0,1203.0,335.0,30.0,14.0,20.0,35.0,1231.0,403.0,30.0,24.0,7300.75,1676.75
White Rabbit LE (41).SC2Replay,399,White Rabbit LE,Terran,Protoss,1.0,275.0,54.0,1231.0,313.0,23.0,15.0,255.0,22.0,867.0,335.0,23.0,33.0,6146.25,1626.25,195.0,93.0,1259.0,335.0,31.0,8.0,261.0,182.0,1119.0,313.0,33.0,8.0,6937.25,1396.75
White Rabbit LE (42).SC2Replay,0,White Rabbit LE,Protoss,Zerg,,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,
White Rabbit LE (43).SC2Replay,880,White Rabbit LE,Protoss,Protoss,2.0,135.0,155.0,923.0,313.0,28.0,10.0,70.0,119.0,1763.0,313.0,50.0,39.0,12261.25,2412.75,185.0,46.0,1063.0,313.0,28.0,9.0,380.0,256.0,2211.0,537.0,52.0,45.0,13129.25,2918.75
White Rabbit LE (44).SC2Replay,416,White Rabbit LE,Protoss,Protoss,2.0,365.0,192.0,1035.0,335.0,30.0,9.0,155.0,306.0,1903.0,313.0,43.0,17.0,7273.25,1586.25,95.0,110.0,1035.0,313.0,30.0,9.0,355.0,308.0,1819.0,313.0,40.0,19.0,7322.25,1496.75
White Rabbit LE (45).SC2Replay,702,White Rabbit LE,Zerg,Protoss,1.0,167.0,0.0,839.0,0.0,16.0,6.0,504.0,70.0,1679.0,313.0,44.0,14.5,8516.25,657.75,228.0,212.0,839.0,67.0,21.0,5.0,263.0,420.0,1763.0,335.0,42.0,20.0,8915.25,1826.75
White Rabbit LE (46).SC2Replay,495,White Rabbit LE,Protoss,Terran,1.0,120.0,147.0,1511.0,335.0,32.0,7.0,335.0,181.0,2071.0,492.0,52.0,33.0,10505.75,2100.0,251.0,129.0,1091.0,291.0,25.0,11.0,359.0,91.0,1455.0,291.0,36.0,38.0,8979.75,1805.25
White Rabbit LE (47).SC2Replay,206,White Rabbit LE,Protoss,Protoss,1.0,140.0,0.0,587.0,0.0,23.0,6.0,140.0,0.0,587.0,0.0,23.0,6.0,1753.75,0.0,218.0,0.0,839.0,0.0,15.0,1.0,218.0,0.0,839.0,0.0,15.0,1.0,2642.75,0.0
White Rabbit LE (48).SC2Replay,3,White Rabbit LE,Protoss,Protoss,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
White Rabbit LE (49).SC2Replay,335,White Rabbit LE,Terran,Protoss,1.0,113.0,46.0,1007.0,335.0,23.0,14.0,348.0,153.0,1035.0,313.0,23.0,24.0,4957.25,1329.25,160.0,137.0,1147.0,223.0,28.0,7.0,475.0,259.0,1623.0,223.0,32.0,9.0,5734.25,971.25
White Rabbit LE (5).SC2Replay,528,White Rabbit LE,Protoss,Terran,2.0,145.0,55.0,1567.0,313.0,35.0,8.0,495.0,249.0,2099.0,537.0,60.0,24.0,11800.25,2357.75,95.0,158.0,1427.0,335.0,28.0,14.0,570.0,114.0,2463.0,604.0,52.0,42.0,11877.25,2128.0
White Rabbit LE (6).SC2Replay,641,White Rabbit LE,Protoss,Terran,1.0,220.0,55.0,1483.0,335.0,34.0,6.0,240.0,197.0,2687.0,627.0,60.0,66.0,15152.25,3096.75,205.0,155.0,1343.0,268.0,25.0,10.0,415.0,103.0,2939.0,649.0,46.0,57.0,13633.25,3069.25
White Rabbit LE (7).SC2Replay,459,White Rabbit LE,Zerg,Protoss,1.0,211.0,136.0,1371.0,156.0,28.0,8.0,135.0,394.0,1119.0,201.0,29.0,31.0,8980.25,1524.75,45.0,94.0,1287.0,313.0,31.0,11.0,225.0,396.0,2043.0,649.0,51.0,17.0,9393.25,2005.75
White Rabbit LE (8).SC2Replay,751,White Rabbit LE,Zerg,Protoss,2.0,45.0,42.0,895.0,179.0,19.0,25.0,99.0,279.0,1819.0,156.0,34.0,32.5,10217.25,1344.5,120.0,86.0,1035.0,358.0,26.0,7.0,530.0,636.0,1875.0,604.0,47.0,22.0,10945.25,2531.5
White Rabbit LE (9).SC2Replay,771,White Rabbit LE,Zerg,Protoss,1.0,689.0,0.0,1595.0,0.0,29.0,10.0,1156.0,362.0,2407.0,694.0,68.0,29.0,15446.25,1222.5,285.0,171.0,1399.0,335.0,33.0,11.0,685.0,527.0,2547.0,940.0,69.0,38.0,14151.25,3769.5
White Rabbit LE.SC2Replay,738,White Rabbit LE,Protoss,Terran,1.0,120.0,151.0,1315.0,313.0,32.0,8.0,35.0,502.0,2715.0,649.0,63.0,51.0,15089.25,3080.25,209.0,243.0,1203.0,313.0,24.0,10.0,276.0,295.0,2015.0,627.0,47.0,48.0,12002.25,2715.75
Winter Madness LE (10).SC2Replay,551,Winter Madness LE,Protoss,Zerg,2.0,665.0,125.0,951.0,313.0,27.0,7.0,85.0,391.0,2211.0,671.0,54.0,21.0,9951.75,2045.75,434.0,168.0,1147.0,179.0,24.0,4.0,289.0,145.0,2547.0,828.0,62.0,27.0,12905.75,1782.5
Winter Madness LE (11).SC2Replay,550,Winter Madness LE,Zerg,Protoss,1.0,69.0,84.0,1259.0,156.0,26.0,10.0,159.0,375.0,1875.0,492.0,41.0,40.5,11659.75,2169.0,80.0,2.0,1091.0,313.0,30.0,9.0,370.0,438.0,1875.0,671.0,47.0,28.0,11939.75,2816.75
Winter Madness LE (12).SC2Replay,497,Winter Madness LE,Zerg,Protoss,1.0,281.0,116.0,1315.0,44.0,23.0,8.5,66.0,110.0,2351.0,604.0,60.0,19.0,10547.75,1099.0,390.0,159.0,1455.0,335.0,34.0,10.0,365.0,449.0,2379.0,649.0,57.0,33.0,10876.75,2308.25
Winter Madness LE (13).SC2Replay,1058,Winter Madness LE,Zerg,Protoss,2.0,60.0,28.0,979.0,0.0,26.0,14.0,35.0,213.0,2407.0,694.0,55.0,50.5,14564.25,1984.5,380.0,159.0,1287.0,313.0,30.0,11.0,690.0,375.0,2519.0,716.0,68.0,33.0,14480.25,3298.0
Winter Madness LE (14).SC2Replay,296,Winter Madness LE,Protoss,Protoss,1.0,40.0,58.0,1091.0,335.0,28.0,12.0,40.0,58.0,1091.0,335.0,28.0,12.0,4286.25,798.25,210.0,226.0,895.0,335.0,23.0,14.0,210.0,226.0,895.0,335.0,23.0,14.0,4181.25,932.25
Winter Madness LE (15).SC2Replay,336,Winter Madness LE,Protoss,Terran,2.0,195.0,90.0,1371.0,246.0,31.0,7.0,590.0,158.0,1539.0,223.0,32.0,10.0,6049.25,948.25,225.0,107.0,1259.0,335.0,26.0,18.0,110.0,89.0,1147.0,335.0,29.0,26.0,5433.25,1324.25
Winter Madness LE (16).SC2Replay,530,Winter Madness LE,Terran,Protoss,2.0,15.0,39.0,867.0,313.0,26.0,16.0,45.0,322.0,0.0,0.0,1.0,21.0,6110.0,1765.0,140.0,155.0,1315.0,313.0,33.0,6.0,370.0,202.0,0.0,0.0,15.0,9.0,9119.5,1754.0
Winter Madness LE (17).SC2Replay,565,Winter Madness LE,Protoss,Protoss,2.0,250.0,80.0,923.0,358.0,23.0,12.0,10.0,124.0,895.0,335.0,23.0,48.0,8334.75,2341.25,200.0,134.0,1147.0,268.0,27.0,10.0,95.0,200.0,1567.0,649.0,43.0,33.0,10434.75,2610.25
Winter Madness LE (18).SC2Replay,971,Winter Madness LE,Protoss,Protoss,1.0,285.0,160.0,979.0,313.0,23.0,6.0,565.0,208.0,1315.0,649.0,35.0,12.0,8859.25,3024.75,465.0,96.0,1035.0,313.0,27.0,13.0,365.0,356.0,1427.0,380.0,37.0,25.0,9433.25,2262.5
Winter Madness LE (19).SC2Replay,580,Winter Madness LE,Zerg,Protoss,2.0,245.0,120.0,1063.0,67.0,21.0,17.5,525.0,952.0,2827.0,828.0,68.0,34.5,14641.25,1916.5,435.0,167.0,1427.0,335.0,34.0,9.0,855.0,545.0,2967.0,828.0,70.0,41.0,15026.25,3349.0
Winter Madness LE (2).SC2Replay,144,Winter Madness LE,Zerg,Protoss,1.0,535.0,0.0,755.0,0.0,14.0,6.0,535.0,0.0,755.0,0.0,14.0,6.0,1656.75,0.0,300.0,48.0,783.0,111.0,20.0,2.0,300.0,48.0,783.0,111.0,20.0,2.0,1747.75,61.25
Winter Madness LE (20).SC2Replay,728,Winter Madness LE,Protoss,Terran,1.0,145.0,127.0,1203.0,313.0,32.0,8.0,150.0,161.0,2295.0,515.0,54.0,19.0,13570.25,2743.25,165.0,120.0,1007.0,335.0,25.0,10.0,230.0,16.0,2547.0,492.0,45.0,36.0,12443.25,2492.0
Winter Madness LE (21).SC2Replay,325,Winter Madness LE,Protoss,Protoss,2.0,525.0,129.0,1007.0,313.0,25.0,14.0,540.0,149.0,1035.0,358.0,25.0,20.0,4859.75,1073.0,283.0,113.0,1007.0,358.0,28.0,10.0,418.0,225.0,1007.0,313.0,29.0,10.0,4852.75,1106.25
Winter Madness LE (22).SC2Replay,1,Winter Madness LE,Protoss,Protoss,2.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Winter Madness LE (23).SC2Replay,775,Winter Madness LE,Zerg,Protoss,2.0,184.0,24.0,1483.0,0.0,25.0,17.0,599.0,75.0,2491.0,604.0,61.0,35.0,13339.25,898.0,290.0,163.0,1399.0,313.0,32.0,11.0,280.0,225.0,2743.0,671.0,66.0,39.0,14396.25,3276.75
Winter Madness LE (24).SC2Replay,825,Winter Madness LE,Protoss,Zerg,2.0,225.0,109.0,895.0,313.0,25.0,6.0,105.0,111.0,2659.0,694.0,61.0,32.0,12765.25,2745.0,20.0,36.0,1231.0,67.0,23.0,12.0,560.0,104.0,2323.0,492.0,58.0,39.5,13101.25,1363.0
Winter Madness LE (25).SC2Replay,498,Winter Madness LE,Protoss,Zerg,2.0,295.0,159.0,1427.0,313.0,34.0,11.0,360.0,385.0,2351.0,694.0,59.0,29.0,10785.75,2353.0,289.0,12.0,1455.0,67.0,27.0,13.0,809.0,518.0,2799.0,873.0,67.0,19.0,11835.75,1223.25
Winter Madness LE (26).SC2Replay,259,Winter Madness LE,Protoss,Zerg,1.0,210.0,72.0,1175.0,313.0,28.0,9.0,210.0,72.0,1175.0,313.0,28.0,9.0,3803.75,625.25,274.0,64.0,951.0,67.0,19.0,17.0,274.0,64.0,951.0,67.0,19.0,17.0,3691.75,217.25
Winter Madness LE (27).SC2Replay,728,Winter Madness LE,Protoss,Terran,2.0,310.0,159.0,1483.0,335.0,34.0,8.0,805.0,216.0,2715.0,515.0,59.0,46.0,13941.25,2642.75,85.0,170.0,1147.0,291.0,26.0,12.0,55.0,455.0,1595.0,627.0,54.0,55.0,13269.25,3119.75
Winter Madness LE (28).SC2Replay,703,Winter Madness LE,Protoss,Protoss,2.0,270.0,64.0,923.0,335.0,25.0,12.0,140.0,171.0,1763.0,492.0,43.0,57.0,11981.25,2929.0,375.0,92.0,923.0,313.0,26.0,14.0,110.0,132.0,1931.0,515.0,48.0,44.0,11449.25,2789.75
Winter Madness LE (29).SC2Replay,1196,Winter Madness LE,Protoss,Terran,1.0,110.0,43.0,1483.0,335.0,35.0,8.0,155.0,343.0,2715.0,627.0,68.0,48.0,15299.25,3052.25,90.0,161.0,1175.0,380.0,26.0,11.0,560.0,217.0,1987.0,627.0,47.0,47.0,12359.25,3063.75
Winter Madness LE (3).SC2Replay,817,Winter Madness LE,Terran,Protoss,2.0,124.0,198.0,1147.0,335.0,26.0,8.0,379.0,723.0,2323.0,671.0,54.0,37.0,13409.25,3354.75,260.0,155.0,1427.0,313.0,33.0,8.0,385.0,331.0,1763.0,470.0,56.0,41.0,14515.25,2946.5
Winter Madness LE (30).SC2Replay,290,Winter Madness LE,Terran,Protoss,1.0,110.0,132.0,1119.0,313.0,26.0,13.0,110.0,132.0,1119.0,313.0,26.0,13.0,4083.25,826.75,135.0,205.0,1203.0,313.0,30.0,8.0,135.0,205.0,1203.0,313.0,30.0,8.0,4384.25,759.25
Winter Madness LE (31).SC2Replay,495,Winter Madness LE,Protoss,Terran,1.0,260.0,95.0,1455.0,313.0,34.0,8.0,905.0,395.0,2267.0,470.0,51.0,17.0,10988.75,2029.0,405.0,155.0,1231.0,313.0,25.0,10.0,380.0,210.0,2211.0,492.0,42.0,42.0,9798.75,1955.0
Winter Madness LE (32).SC2Replay,448,Winter Madness LE,Protoss,Protoss,2.0,330.0,196.0,1175.0,358.0,30.0,9.0,635.0,238.0,1875.0,403.0,45.0,21.0,8441.75,1787.75,150.0,6.0,1147.0,335.0,31.0,10.0,390.0,252.0,1847.0,470.0,42.0,29.0,8294.75,1849.0
Winter Madness LE (33).SC2Replay,699,Winter Madness LE,Protoss,Protoss,1.0,155.0,88.0,1035.0,313.0,28.0,9.0,1080.0,556.0,2603.0,537.0,62.0,28.0,13311.25,2927.75,280.0,334.0,1007.0,313.0,28.0,7.0,590.0,77.0,2519.0,358.0,57.0,36.0,13094.25,2559.0
Winter Madness LE (34).SC2Replay,3262,Winter Madness LE,Zerg,Protoss,2.0,15.0,72.0,1343.0,67.0,26.0,14.5,959.0,413.0,2715.0,985.0,68.0,47.0,16419.25,2662.25,450.0,167.0,1427.0,313.0,34.0,9.0,1035.0,664.0,2631.0,963.0,68.0,38.0,14956.25,3628.75
